"year","duration","years","track","artist"
"1960","2.74","Years 1960-1969","He'll Have To Stay","Jeanne Black"
"1960","3.13","Years 1960-1969","Stand!","Sly & The Family Stone"
"1960","2.62","Years 1960-1969","You're Gonna Need Me","Barbara Lynn"
"1960","2.9","Years 1960-1969","When A Man Loves A Woman","Percy Sledge"
"1960","2.86","Years 1960-1969","I Fall To Pieces","Patsy Cline"
"1960","2.41","Years 1960-1969","Come And Stay With Me","Marianne Faithfull"
"1960","2.1","Years 1960-1969","The Answer To My Prayer","Neil Sedaka"
"1960","2.87","Years 1960-1969","Jesus Is A Soul Man","Lawrence Reynolds"
"1960","2.82","Years 1960-1969","Why (Am I Treated So Bad)","The Sweet Inspirations"
"1960","2.01","Years 1960-1969","Riot","Hugh Masekela"
"1960","1.77","Years 1960-1969","I'll Cry Instead","The Beatles"
"1960","2.85","Years 1960-1969","Release Me","Johnny Adams"
"1960","2.86","Years 1960-1969","I'm A Man","The Spencer Davis Group"
"1960","2.41","Years 1960-1969","All Over The World","Nat King Cole"
"1960","3.38","Years 1960-1969","What Kind Of Fool Am I","Sammy Davis Jr."
"1960","2.56","Years 1960-1969","Spring In Manhattan","Tony Bennett"
"1960","2.49","Years 1960-1969","Clinging Vine","Bobby Vinton"
"1960","3.37","Years 1960-1969","The Blizzard","Jim Reeves"
"1960","3.22","Years 1960-1969","""Woman Like That, Yeah""","Joe Tex"
"1960","2.73","Years 1960-1969","Stubborn Kind Of Fellow","Marvin Gaye"
"1960","3.24","Years 1960-1969","I've Been Loving You Too Long (To Stop Now)","Otis Redding"
"1960","2.66","Years 1960-1969","Follow The Boys","Connie Francis"
"1960","2.41","Years 1960-1969","That's How Strong My Love Is","Otis Redding"
"1960","2.09","Years 1960-1969","Goldfinger","Billy Strange"
"1960","2.72","Years 1960-1969","Love Of The Common People","The Winstons"
"1960","2.72","Years 1960-1969","No Particular Place To Go","Chuck Berry"
"1960","3.48","Years 1960-1969","Hello Goodbye","The Beatles"
"1960","2.63","Years 1960-1969","Tell Her For Me","Adam Wade"
"1960","2.67","Years 1960-1969","One More Heartache","Marvin Gaye"
"1960","2.57","Years 1960-1969","Seven Day Weekend","Gary U.S. Bonds"
"1960","2.67","Years 1960-1969","The River Is Wide","The Grass Roots"
"1960","3.02","Years 1960-1969","Are You Never Coming Home","Sandy Posey"
"1960","2.02","Years 1960-1969","Uptight (Everything's Alright)","Nancy Wilson"
"1960","2.67","Years 1960-1969","Red Red Wine","Neil Diamond"
"1960","4.48","Years 1960-1969","Love Is Just A Four-Letter Word","Joan Baez"
"1960","2.37","Years 1960-1969","Goodbye Columbus","The Association"
"1960","2.4","Years 1960-1969","""Run, Run, Run""","Ronny Douglas"
"1960","2.11","Years 1960-1969","Rumors","Syndicate Of Sound"
"1960","2.33","Years 1960-1969","Let's Go (pony)","The Routers"
"1960","2.37","Years 1960-1969","Lollipops And Roses","Paul Petersen"
"1960","2.05","Years 1960-1969","Anything Goes","Harpers Bizarre"
"1960","1.94","Years 1960-1969","Swingin' On A Rainbow","Frankie Avalon"
"1960","2.37","Years 1960-1969","Midnight","Johnny Gibson"
"1960","2.8","Years 1960-1969","Love Is Here And Now You're Gone","The Supremes"
"1960","2.13","Years 1960-1969","I Want To (Do Everything For You)","Joe Tex"
"1960","2.98","Years 1960-1969","I Surrender","Fontella Bass"
"1960","2.71","Years 1960-1969","Agent Double-O-Soul","Edwin Starr"
"1960","2.47","Years 1960-1969","I Will Love You","Richard Chamberlain"
"1960","2.47","Years 1960-1969","Teenager's Prayer","Joe Simon"
"1960","2.88","Years 1960-1969","""You, I""","The Rugbys"
"1960","2.97","Years 1960-1969","This Is My Prayer","Theola Kilgore"
"1960","2.82","Years 1960-1969","Misty","Lloyd Price"
"1960","2.14","Years 1960-1969","Lolita Ya-Ya","The Ventures"
"1960","3.9","Years 1960-1969","A Boy Named Sue","Johnny Cash"
"1960","2.79","Years 1960-1969","I Just Don't Know What To Do With Myself","Dionne Warwick"
"1960","2.76","Years 1960-1969","Hey Baby (They're Playing Our Song)","The Buckinghams"
"1960","2.36","Years 1960-1969","Anymore","Teresa Brewer"
"1960","2.83","Years 1960-1969","Seattle","Perry Como"
"1960","2.71","Years 1960-1969","Keep On Dancing","Alvin Cash"
"1960","4.27","Years 1960-1969","I Can't Stop Loving You","Ray Charles"
"1960","2.43","Years 1960-1969","I'm A Midnight Mover","Wilson Pickett"
"1960","2.88","Years 1960-1969","Stop! In The Name Of Love","The Supremes"
"1960","2.42","Years 1960-1969","Jamie","Eddie Holland"
"1960","2.8","Years 1960-1969","I'm Crying","The Animals"
"1960","2.74","Years 1960-1969","(Here They Come) From All Over The World","Jan & Dean"
"1960","5.56","Years 1960-1969","Up-Up And Away","Hugh Masekela"
"1960","3.01","Years 1960-1969","Going To A Go-Go","The Miracles"
"1960","2.36","Years 1960-1969","The Way You Look Tonight","The Lettermen"
"1960","2.57","Years 1960-1969","Heartaches By The Number","Guy Mitchell"
"1960","2.83","Years 1960-1969","New Orleans","U.S. Bonds"
"1960","3.24","Years 1960-1969","That's What Girls Are Made For","The Spinners"
"1960","2.18","Years 1960-1969","In My Room","Sagittarius"
"1960","2.44","Years 1960-1969","You're The Reason I'm Living","Bobby Darin"
"1960","2.14","Years 1960-1969","Forget Him","Bobby Rydell"
"1960","2.37","Years 1960-1969","""Hey, Mr. Sax Man""","Boots Randolph"
"1960","3.64","Years 1960-1969","Let Me Be Lonely","Dionne Warwick"
"1960","3.55","Years 1960-1969","Don't Go Near The Eskimos","Ben Colder"
"1960","3.37","Years 1960-1969","Little Man","Sonny & Cher"
"1960","2.53","Years 1960-1969","The Pied Piper","Crispian St. Peters"
"1960","4.02","Years 1960-1969","Careless Love","Ray Charles"
"1960","2.41","Years 1960-1969","""Oo Wee Baby, I Love You""","Fred Hughes"
"1960","2.65","Years 1960-1969","(Loneliness Made Me Realize) It's You That I Need","The Temptations"
"1960","3.16","Years 1960-1969","Ticket To Ride","The Beatles"
"1960","2.77","Years 1960-1969","The Little Old Lady (From Pasadena)","Jan & Dean"
"1960","3.35","Years 1960-1969","La - La - Means I Love You","The Delfonics"
"1960","2.34","Years 1960-1969","Happy Summer Days","Ronnie Dove"
"1960","2.51","Years 1960-1969","Memories Are Made Of This","The Drifters"
"1960","2.76","Years 1960-1969","Teasin' You","Willie Tee"
"1960","2.88","Years 1960-1969","You'd Better Come Home","Petula Clark"
"1960","2.49","Years 1960-1969","School Is Out","Gary U.S. Bonds"
"1960","2.46","Years 1960-1969","The New Girl In School","Jan & Dean"
"1960","2.45","Years 1960-1969","Let's Kiss And Make Up","Bobby Vinton"
"1960","2.36","Years 1960-1969","All Day And All Of The Night","The Kinks"
"1960","2.83","Years 1960-1969","Everybody Loves A Winner","William Bell"
"1960","2.08","Years 1960-1969","Ain't It A Shame","Major Lance"
"1960","2.73","Years 1960-1969","My Special Prayer","Joe Simon"
"1960","2.15","Years 1960-1969","What's New Pussycat?","Tom Jones"
"1960","2.61","Years 1960-1969","I Turned You On","The Isley Brothers"
"1960","2.76","Years 1960-1969","Louie Louie","The Kingsmen"
"1960","3.5","Years 1960-1969","The Ten Commandments Of Love","Peaches & Herb"
"1960","2.56","Years 1960-1969","Welcome Home Baby","The Shirelles"
"1960","1.76","Years 1960-1969","Did You Ever See A Dream Walking","Fats Domino"
"1960","2.61","Years 1960-1969","I Was Made To Love Her","Stevie Wonder"
"1960","2.48","Years 1960-1969","When You're Young And In Love","Ruby And The Romantics"
"1960","3.01","Years 1960-1969","One Monkey Don't Stop No Show","Joe Tex"
"1960","2.74","Years 1960-1969","Satisfaction","Otis Redding"
"1960","2.5","Years 1960-1969","A Million And One","Vic Dana"
"1960","2.89","Years 1960-1969","At The Club","The Drifters"
"1960","2.57","Years 1960-1969","A Hard Day's Night","The Beatles"
"1960","2.73","Years 1960-1969","Silly Boy (She Doesn't Love You)","The Lettermen"
"1960","2.52","Years 1960-1969","What Am I Living For","Percy Sledge"
"1960","2.08","Years 1960-1969","Little Honda","The Hondells"
"1960","2.79","Years 1960-1969","""Sugar, Sugar""","The Archies"
"1960","2.65","Years 1960-1969","Merry-Go-Round","Marv Johnson"
"1960","2.49","Years 1960-1969","Blue Bayou","Roy Orbison"
"1960","2.39","Years 1960-1969","It's Got To Be Mellow","Leon Haywood"
"1960","2.82","Years 1960-1969","A Man Needs A Woman","James Carr"
"1960","2.36","Years 1960-1969","To Know You Is To Love You","Bobby Vinton"
"1960","2.32","Years 1960-1969","You Can't Sit Down","The Dovells"
"1960","2.26","Years 1960-1969","Sha-La-La","The Shirelles"
"1960","2.4","Years 1960-1969","Where Do I Go","Carla Thomas"
"1960","5.06","Years 1960-1969","A Hard Day's Night","Ramsey Lewis Trio"
"1960","3.04","Years 1960-1969","You Can Have Him","Timi Yuro"
"1960","2.29","Years 1960-1969","Girl Of My Best Friend","Ral Donner"
"1960","2.51","Years 1960-1969","He Was Really Sayin' Somethin'","The Velvelettes"
"1960","2.73","Years 1960-1969","It's A Happening World","The Tokens"
"1960","2.16","Years 1960-1969","So Deep","Brenda Lee"
"1960","2.39","Years 1960-1969","Goodnight My Love","The Fleetwoods"
"1960","2.63","Years 1960-1969","Love Eyes","Nancy Sinatra"
"1960","3.62","Years 1960-1969","What Now My Love","Sonny & Cher"
"1960","2.66","Years 1960-1969","In Our Time","Nancy Sinatra"
"1960","2.2","Years 1960-1969","Good Times","Jerry Butler"
"1960","2.56","Years 1960-1969","Think","Jimmy McCracklin"
"1960","2.48","Years 1960-1969","The Boy With The Beatle Hair","The Swans"
"1960","4.18","Years 1960-1969","I'll Never Fall In Love Again","Tom Jones"
"1960","2.96","Years 1960-1969","Together","Connie Francis"
"1960","2.61","Years 1960-1969","Heaven Must Have Sent You","The Elgins"
"1960","3.1","Years 1960-1969","Ruby","Adam Wade"
"1960","3.26","Years 1960-1969","""Wonderful World, Beautiful People""","Jimmy Cliff"
"1960","2.06","Years 1960-1969","One Boy","Joanie Sommers"
"1960","2.28","Years 1960-1969","The Happy Muleteer","Ivo Robic"
"1960","2.45","Years 1960-1969","The Age For Love","Jimmy Charles"
"1960","7.17","Years 1960-1969","Let A Man Come In And Do The Popcorn (Part One)","James Brown"
"1960","2.46","Years 1960-1969","Theme From The Apartment","Ferrante & Teicher"
"1960","2.63","Years 1960-1969","Take Care Of Your Homework","Johnnie Taylor"
"1960","2.8","Years 1960-1969","This Is My Country","The Impressions"
"1960","2.29","Years 1960-1969","Wild!","Dee Dee Sharp"
"1960","2.38","Years 1960-1969","Just One Time","Don Gibson"
"1960","2.28","Years 1960-1969","Don't Throw Your Love Away","The Searchers"
"1960","2.1","Years 1960-1969","I'm Gonna Knock On Your Door","Eddie Hodges"
"1960","2.64","Years 1960-1969","I Only Want To Be With You","Dusty Springfield"
"1960","2.88","Years 1960-1969","A Tribute To A King","William Bell"
"1960","2.57","Years 1960-1969","Green River","Creedence Clearwater Revival"
"1960","2.91","Years 1960-1969","My Guy","Mary Wells"
"1960","2.19","Years 1960-1969","Bulldog","The Fireballs"
